model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.21158802746226832,0.006431520291877714,6.5828049627968e-235,0.020720439473200236,51154
M1,-0.27656503030216373,0.005759284165899331,0.0,0.2299695266340832,51154
M2,-0.2743929456312108,0.005739112927144193,0.0,0.23700361807618375,51154
M3,-0.23405322955536323,0.006173684712075868,3.46106457501823e-310,0.29014128803938266,51154
M_full,-0.23203657254578078,0.006182226627042306,3.78406095570346e-304,0.2957500639885625,51154
