group,gap,se,ci_lower,ci_upper,n
construction,-0.01726081182646906,0.009305288754938615,-0.03549917778614875,0.000977554133210625,50339
education_health,-0.21083905001400252,0.003279982348200973,-0.21726781541647644,-0.2044102846115286,217255
government,-0.17861117609455984,0.005052673324941962,-0.1885144158114461,-0.1687079363776736,48819
information_finance,-0.3122436258749035,0.004890555511649181,-0.3218291146777359,-0.3026581370720711,78466
leisure_hospitality,-0.1394715242760913,0.00501033096716287,-0.14929177297173052,-0.12965127558045209,64450
manufacturing,-0.21298430870746204,0.004593756952846886,-0.22198807233504195,-0.20398054507988214,100540
military,-0.0076005857216869255,0.019039799683484876,-0.04491859310131728,0.02971742165794343,6377
natural_resources,-0.20904618837496525,0.011255838396398975,-0.23110763163190723,-0.18698474511802327,24745
other_services,-0.17108240898641447,0.007306223539475966,-0.18540260712378737,-0.15676221084904157,31349
professional_services,-0.22143724679751317,0.0048612388821203,-0.23096527500646896,-0.21190921858855738,96111
trade,-0.23429879628818495,0.004069292639229834,-0.24227460986107544,-0.22632298271529447,108829
transport_utilities,-0.14306961852918762,0.007449222822583423,-0.15767009526145112,-0.12846914179692412,35184
