group,male_mean,female_mean,gap_dollars,gap_pct,n
healthcare,40.93604762629778,27.029344337756132,13.906703288541646,33.97177816357587,78631
management_professional,39.4210410650683,28.74920440352612,10.67183666154218,27.071422705268656,293501
military,25.24682929177002,24.281141835562824,0.9656874562071955,3.8249850903930778,3267
natural_resources_construction,20.881531821667206,15.634309470189097,5.24722235147811,25.128531739388286,48527
other,28.24401627388689,23.251859053046662,4.992157220840227,17.67509681495172,6549
production_transport,20.625435422200187,15.477553881403903,5.147881540796284,24.958898735564933,136224
sales_office,25.936268152444423,18.783873471467132,7.152394680977292,27.576807268254576,188311
service,18.16419591063352,13.727761065559816,4.436434845073704,24.42406405932104,107454
