quantile,female_coef,female_se,female_pvalue,n_obs
0.1,-0.18107755549760896,0.002438467449733212,0.0,862464
0.25,-0.19241650161166035,0.0019699617116368494,0.0,862464
0.5,-0.18456178512832366,0.0016197756216087382,0.0,862464
0.75,-0.18961535556720222,0.0018569549960916524,0.0,862464
0.9,-0.19619808552852191,0.0022767826385996994,0.0,862464
