group,gap,se,ci_lower,ci_upper,n
1,-0.2426832464237292,0.011917683884754244,-0.2660419068378475,-0.21932458600961088,11805
2,-0.15913482698391407,0.03160123518964002,-0.2210732479556085,-0.09719640601221963,1886
4,-0.1456199966617179,0.010275408012403394,-0.16575979636602856,-0.12548019695740725,16889
5,-0.18593942407375597,0.01569872663794986,-0.21670892828413768,-0.15516991986337425,7215
6,-0.14409320909339,0.004545546053953207,-0.15300247935913827,-0.1351839388276417,104663
8,-0.18351756209067832,0.010500486555400283,-0.20409851573926288,-0.16293660844209376,16090
9,-0.19897568914751085,0.013548209511508699,-0.2255301797900679,-0.1724211985049538,10032
10,-0.13203738084169822,0.025999425316210304,-0.18299625446147041,-0.08107850722192603,2437
11,-0.06848958180958054,0.02785445786519074,-0.12308431922535439,-0.013894844393806685,2500
12,-0.1258494643248803,0.005874034523600095,-0.1373625719911365,-0.11433635665862413,48617
13,-0.18155941038894047,0.008276315280944701,-0.19778098833959207,-0.16533783243828887,27331
15,-0.14296650197704605,0.01900142345665238,-0.1802092919520847,-0.10572371200200739,4053
16,-0.25873007007081583,0.020582879113155275,-0.2990725131326002,-0.2183876270090315,3953
17,-0.2155789940520837,0.007142151386029064,-0.22957761076870065,-0.20158037733546674,36736
18,-0.23972025065941052,0.00950697106344961,-0.2583539139437718,-0.2210865873750493,18147
19,-0.2294024696595322,0.013117227063150305,-0.2551122347033068,-0.2036927046157576,8673
20,-0.24459260252700393,0.014616695876142134,-0.27324132644424254,-0.21594387860976536,7777
21,-0.1831176389643173,0.011982602760892188,-0.20660354037566597,-0.1596317375529686,11559
22,-0.2679227236574327,0.012769750996188668,-0.2929514356099625,-0.2428940117049029,11404
23,-0.1460236285528178,0.021833580691725717,-0.1888174467086002,-0.10322981039703541,3150
24,-0.13602265698211177,0.01028632039599623,-0.15618384495826437,-0.11586146900595916,17745
25,-0.1642770101818036,0.00969199996096907,-0.18327333010530297,-0.14528069025830423,20108
26,-0.22473834601976922,0.008257303349858296,-0.24092266058549147,-0.20855403145404697,25820
27,-0.17481544757618525,0.010288935152976152,-0.1949817604760185,-0.154649134676352,15642
28,-0.19213636955012642,0.015142985592045409,-0.22181662131053542,-0.1624561177897174,7094
29,-0.21253708813359784,0.010043209273992538,-0.2322217783106232,-0.19285239795657247,16436
30,-0.21889537390187888,0.02619796154958002,-0.2702433785390557,-0.16754736926470204,2343
31,-0.15272930707594728,0.017453613450256686,-0.1869383894384504,-0.11852022471344417,5216
32,-0.11822619776167981,0.014580958990675177,-0.14680487738340314,-0.08964751813995646,7704
33,-0.18738077917275528,0.020939337741420882,-0.2284218811459402,-0.14633967719957036,3703
34,-0.17869917728422255,0.009070482955566351,-0.1964773238771326,-0.1609210306913125,25717
35,-0.1853839143324164,0.020518886420236172,-0.2256009317160793,-0.1451668969487535,4681
36,-0.130921975217422,0.006162301066532507,-0.1430000853078257,-0.11884386512701828,54815
37,-0.15253735322512224,0.008251221617408834,-0.16870974759524354,-0.13636495885500094,26506
38,-0.22256694138566233,0.02741346089397498,-0.2762973247378533,-0.16883655803347136,2038
39,-0.2179311762473866,0.007212595443766333,-0.2320678633171686,-0.20379448917760457,32441
40,-0.23116275211231843,0.013394393435267417,-0.2574157632454426,-0.2049097409791943,9496
41,-0.13865423449420639,0.012801917125672151,-0.16374599206052382,-0.11356247692788897,10857
42,-0.1845986983246714,0.0071404446037079605,-0.198593969747939,-0.17060342690140382,34863
44,-0.09607748708279187,0.024354725978527923,-0.1438127500007066,-0.04834222416487715,2934
45,-0.16668326250801796,0.011426985313239362,-0.1890801537219671,-0.14428637129406882,12384
46,-0.19905619667691532,0.024535744949041136,-0.24714625677703594,-0.1509661365767947,2235
47,-0.19235931514794974,0.009901722804756274,-0.21176669184527203,-0.17295193845062745,17455
48,-0.22363341196109052,0.005271106442981747,-0.23396478058933473,-0.2133020433328463,72014
49,-0.28129609655077026,0.01465658666672865,-0.3100230064175584,-0.2525691866839821,7889
50,-0.2185907967635649,0.028944395449533488,-0.27532181184465054,-0.16185978168247928,1690
51,-0.2024680363686095,0.008861389864150571,-0.21983636050234462,-0.18509971223487437,24785
53,-0.20539917937276625,0.0094190249380866,-0.22386046825141598,-0.18693789049411652,20343
54,-0.2532964163819248,0.019098376334811745,-0.2907292339981558,-0.21586359876569378,4411
55,-0.17456264223158707,0.00951532068896414,-0.19321267078195678,-0.15591261368121737,16596
56,-0.3681953321996625,0.031075880938912365,-0.42910405883993075,-0.30728660555939424,1586
