group,male_mean,female_mean,gap_dollars,gap_pct,n
aian,21.873089664567974,17.680805492753116,4.192284171814858,19.166401437131686,6908
asian,36.184713104687,29.12512927077159,7.059583833915408,19.5098516146615,52734
black,21.290164091112395,19.564401999060056,1.7257620920523387,8.105912592626565,84718
hispanic,20.243461522416283,17.788458490697245,2.4550030317190377,12.12738754684088,129435
multiracial_other,26.399652998580383,23.02877256185018,3.3708804367302037,12.768654333871243,16478
nhpi,22.13315323441926,19.102831950166,3.0303212842532616,13.69132202790161,1447
white_non_hispanic,30.433839435692004,23.818195518448277,6.615643917243727,21.737789381529936,570744
