model,employment_female_prob_pp,female_conditional_log_earnings_coef,female_conditional_earnings_pct,combined_expected_earnings_male,combined_expected_earnings_female,combined_expected_earnings_gap_dollars,combined_expected_earnings_gap_pct,observed_total_earnings_gap_pct,observed_worker_hourly_gap_pct,ipw_worker_hourly_gap_pct,employment_model_female_coef,n_total,n_employed
S0,1.2659011642014772,-0.3600241801323886,-30.23405436309411,72540.3307723415,51288.27215497493,21252.058617366572,29.296886836735585,30.259162234162535,21.121814790644898,21.121814790644912,0.2614180601776817,60235,56021
S1,0.9838229848245277,-0.4279855552570071,-34.81791698849007,74567.59602949982,49026.337493838684,25541.258535661138,34.25249021781085,30.259162234162535,21.121814790644898,20.897216199318,0.2062405184278519,60235,56021
S2,1.085801182222341,-0.4245220892570258,-34.591769659443486,74421.71315239563,49141.58213358149,25280.131018814143,33.968757165059124,30.259162234162535,21.121814790644898,20.899215718619875,0.2288322399814493,60235,56021
