model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.2050704237471492,0.006364613872036202,1.494665312803646e-225,0.019472396782400425,52278
M1,-0.2639715006689566,0.005722677405575908,0.0,0.22190328357410605,52278
M2,-0.2622108660641514,0.005695660323452544,0.0,0.23053905356470805,52278
M3,-0.22894082033776722,0.006181859809877468,2.2831232953030644e-296,0.28417128764997523,52278
M_full,-0.2264156734594643,0.006197024537087141,1.321580184971257e-288,0.2885630603546374,52278
