group,gap,se,ci_lower,ci_upper,n
construction,-0.06306798684748484,0.008883465012624941,-0.08047957827222972,-0.04565639542273996,53877
education_health,-0.19425039473421354,0.0033032100871143765,-0.20072468650495773,-0.18777610296346936,226664
government,-0.16570893055032887,0.005127451129710427,-0.1757587347645613,-0.15565912633609644,49978
information_finance,-0.29313892162880273,0.005909005960669999,-0.3047205733117159,-0.28155726994588953,61473
leisure_hospitality,-0.1356810035222733,0.005332820658782808,-0.1461333320134876,-0.125228675031059,63750
manufacturing,-0.18981282625586288,0.00470135086376605,-0.19902747394884435,-0.1805981785628814,97194
military,-0.0003142196086232101,0.018557824827980962,-0.036687556271465895,0.03605911705421947,6979
natural_resources,-0.18300236849897292,0.011471518551955537,-0.20548654486080578,-0.16051819213714005,22394
other,-0.32038911341821275,0.009702970596760849,-0.339406935787864,-0.3013712910485615,16777
other_services,-0.14057634664404983,0.007432415476969255,-0.15514388097890958,-0.1260088123091901,32690
professional_services,-0.21466469775097655,0.004748830887967833,-0.2239724062913935,-0.2053569892105596,104951
trade,-0.21784565166037856,0.004291360909309992,-0.22625671904262615,-0.20943458427813097,104955
transport_utilities,-0.1736240332433858,0.007298160388765892,-0.18792842760536693,-0.15931963888140466,38731
