group,gap,se,ci_lower,ci_upper,n
aian,-0.07174019352955005,0.01713635924330422,-0.10532745764642631,-0.03815292941267378,6560
asian,-0.2173828524854009,0.006457670299197283,-0.2300398862718276,-0.20472581869897422,60373
black,-0.0638070033376098,0.004884244033917149,-0.07338012164408741,-0.05423388503113219,77992
hispanic,-0.15677890623221888,0.0035571308771546973,-0.1637508827514421,-0.14980692971299567,135914
multiracial_other,-0.12118945436755749,0.010385690879626621,-0.14154540849162567,-0.1008335002434893,19295
nhpi,-0.1590745353077568,0.03356820867169984,-0.2248682243042885,-0.09328084631122513,1461
white_non_hispanic,-0.1983550256083815,0.0018205156519979265,-0.20192323628629744,-0.19478681493046557,578818
