model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.16919493858503315,0.0015362265923197747,0.0,0.013590516311361767,880413
M1,-0.23306218491714412,0.0013554941917437555,0.0,0.24644656669917964,880413
M2,-0.23053772684447865,0.0013412375205689266,0.0,0.2626062382842863,880413
M3,-0.1354181304565954,0.0014680182235218221,0.0,0.3989925537412613,880413
M4,-0.14598492969088117,0.001471182673641352,0.0,0.4041686998947207,880413
M5,-0.1492502024832504,0.0015279603416573106,0.0,0.4084713856631761,880413
