quantile,female_coef,female_se,female_pvalue,n_obs
0.1,-0.17371168374813806,0.002366820926540244,0.0,880413
0.25,-0.17496605019255185,0.0017440938331345775,0.0,880413
0.5,-0.170563983176649,0.0017964974105771582,0.0,880413
0.75,-0.17786942356640267,0.002022547443138418,0.0,880413
0.9,-0.19218438263353654,0.002674300150650046,0.0,880413
