model,employment_female_prob_pp,female_conditional_log_earnings_coef,female_conditional_earnings_pct,combined_expected_earnings_male,combined_expected_earnings_female,combined_expected_earnings_gap_dollars,combined_expected_earnings_gap_pct,observed_total_earnings_gap_pct,observed_worker_hourly_gap_pct,ipw_worker_hourly_gap_pct,employment_model_female_coef,n_total,n_employed
S0,-9.072195426441798,-0.34255348214412146,-29.004485155339232,58953.048587598394,37339.08384486234,21613.964742736054,36.663014484517866,36.485038883677426,17.36676372445366,17.36676372445364,-0.5655997277898626,1159641,913848
S1,-10.679460851890997,-0.41566239207906497,-34.00969786318952,60453.126234575415,35609.97459440395,24843.15164017146,41.0948997803239,36.485038883677426,17.36676372445366,18.343291521166535,-0.7066478668425417,1159641,913848
S2,-8.490653578265356,-0.3950081034192708,-32.63254198408261,59264.83826392851,36523.2145314549,22741.623732473614,38.37287740699916,36.485038883677426,17.36676372445366,18.3382170691559,-0.5693706206971738,1159641,913848
