model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.18929576272442253,0.0063339241193813515,1.426666959154895e-194,0.017171742474151097,51123
M1,-0.258723731965513,0.0056358884221782545,0.0,0.2368854251391268,51123
M2,-0.25624366783667973,0.005611509113185666,0.0,0.24612482392048385,51123
M3,-0.21916556621183017,0.006048700710190905,7.451679943696059e-284,0.2979300294094498,51123
M_full,-0.21645521108896756,0.006049904140064909,6.601696725462898e-277,0.3036193795696519,51123
