dataset,dataset_label,year,raw_gap_pct,ols_model,ols_female_coef,ols_pct_gap,ols_r_squared,ols_n_obs,oaxaca_source,oaxaca_total_gap_log,oaxaca_explained_log,oaxaca_explained_pct,oaxaca_unexplained_log,oaxaca_unexplained_pct,dml_nuisance_learner,dml_treatment_effect,dml_pct_gap,dml_std_error,dml_ci_lower,dml_ci_upper,dml_pvalue,dml_n_obs
cps,CPS ASEC,2023,15.765455908384055,M_full,-0.1858126863270894,16.957086885490035,0.3001366577904291,41744,ad_hoc,0.1519984002196737,0.013861500412048349,9.119504147422077,0.13813689980762536,90.88049585257794,elasticnet,-0.21833380585502493,19.614293531864657,0.00801964463588564,-0.2340520205101706,-0.20261559119987926,3.2977853746825543e-163,41744
