dataset,dataset_label,year,raw_gap_pct,ols_model,ols_female_coef,ols_pct_gap,ols_r_squared,ols_n_obs,oaxaca_source,oaxaca_total_gap_log,oaxaca_explained_log,oaxaca_explained_pct,oaxaca_unexplained_log,oaxaca_unexplained_pct,dml_nuisance_learner,dml_treatment_effect,dml_pct_gap,dml_std_error,dml_ci_lower,dml_ci_upper,dml_pvalue,dml_n_obs
sipp,SIPP,2023,15.089098651465717,SIPP3,-0.1155747986209304,10.914606490086964,0.2530094159605098,182658,ad_hoc,0.1447903637382657,0.020844875419210675,14.396590270946131,0.12394548831905502,85.60340972905387,elasticnet,-0.1379995717131864,12.890093517403878,0.004583301824486602,-0.14698267821945685,-0.12901646520691593,3.6715529897642736e-199,182937
