dataset,dataset_label,year,raw_gap_pct,ols_model,ols_female_coef,ols_pct_gap,ols_r_squared,ols_n_obs,oaxaca_source,oaxaca_total_gap_log,oaxaca_explained_log,oaxaca_explained_pct,oaxaca_unexplained_log,oaxaca_unexplained_pct,dml_nuisance_learner,dml_treatment_effect,dml_pct_gap,dml_std_error,dml_ci_lower,dml_ci_upper,dml_pvalue,dml_n_obs
acs,ACS,2023,16.81146562386103,M5,-0.141944123888933,13.23302628579518,0.4013781129966748,915284,canonical,0.1623249571581171,0.0197854121849135,12.188767846487751,0.1425395449732035,87.81123215351225,elasticnet,-0.19695385375897798,17.877147095208613,0.001700156516694065,-0.20028609929977942,-0.19362160821817653,0.0,915284
