dataset,raw_gap_pct,demographics_gap_pct,skills_gap_pct,background_gap_pct,occupation_gap_pct,family_gap_pct,resources_gap_pct,skills_reduction_pp,background_reduction_pp,occupation_reduction_pp,family_reduction_pp,resources_reduction_pp,largest_reduction_block,largest_reduction_pp,final_gap_pct,common_sample_n
NLSY79,44.43041732383308,46.004393546766956,40.387227569441706,40.35068035869289,33.32868373564515,33.150996193529366,34.09866492617171,5.61716597732525,0.03654721074881451,7.021996623047741,0.17768754211578397,-0.9476687326423416,occupation sorting,7.021996623047741,34.09866492617171,2890
NLSY97,34.19166821131512,39.875592328042906,38.22075393447143,38.278762633090935,38.278762633090935,38.488438670942884,31.89018174396373,1.6548383935714739,-0.05800869861950275,0.0,-0.2096760378519491,6.598256926979154,adult resources,6.598256926979154,31.89018174396373,2486
