model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.17078205355508475,0.0015033540438847417,0.0,0.01447261454647919,878789
M1,-0.236026803374997,0.0013096739984803606,0.0,0.26618635444673444,878789
M2,-0.23396486236109096,0.0012969958246437094,0.0,0.280697304801403,878789
M3,-0.13974609300575616,0.0014146893782159523,0.0,0.4239224915638117,878789
M4,-0.14366326078580666,0.0014225124675775237,0.0,0.426345708774747,878789
M5,-0.14672196133855692,0.0014767373830200492,0.0,0.4311622877780129,878789
