group,gap,se,ci_lower,ci_upper,n
1,-0.21205151888298457,0.011756063022960846,-0.23509340240798782,-0.18900963535798132,11912
2,-0.17260136143526936,0.030376860403000187,-0.2321400078251497,-0.11306271504538899,1928
4,-0.1597169929760338,0.010006245059232768,-0.17932923329213005,-0.14010475265993758,17593
5,-0.16469177409552213,0.015034273152739334,-0.19415894947489123,-0.13522459871615303,7351
6,-0.13829451824061198,0.004483114031253637,-0.1470814217418691,-0.12950761473935485,107690
8,-0.19136464748999307,0.01033076974079799,-0.21161295618195713,-0.171116338798029,16597
9,-0.1527145885851658,0.01364189987248896,-0.17945271233524415,-0.12597646483508743,10106
10,-0.01977560422333129,0.027402265778070662,-0.07348404514834979,0.0339328367016872,2364
11,-0.056768238665046905,0.027161209134530257,-0.11000420856872621,-0.003532268761367599,2574
12,-0.13966511822570266,0.005902959726201048,-0.15123491928905672,-0.1280953171623486,50168
13,-0.154354541695919,0.008361502546506017,-0.1707430866870708,-0.1379659967047672,27692
15,-0.16373903625721248,0.020073312118021682,-0.20308272800853497,-0.12439534450588999,3980
16,-0.25358090212027,0.02018204996743612,-0.2931377200564448,-0.21402408418409521,4155
17,-0.19614954274599472,0.007224054355078984,-0.21030868928194954,-0.1819903962100399,36724
18,-0.21225231893854557,0.009368391141056006,-0.23061436557501533,-0.1938902723020758,18575
19,-0.18854406985006628,0.01302139651714054,-0.21406600702366174,-0.1630221326764708,8837
20,-0.21524985137468602,0.01436927153785301,-0.24341362358887791,-0.18708607916049413,7873
21,-0.1852059698369197,0.011811846452701348,-0.20835718888421434,-0.16205475078962506,11777
22,-0.2764271661890545,0.01299933725759612,-0.3019058672139429,-0.2509484651641661,11265
23,-0.11209367751861102,0.021905398192309945,-0.1550282579755385,-0.06915909706168352,3091
24,-0.10292738091810268,0.01017768034605136,-0.12287563439636334,-0.08297912743984201,17991
25,-0.16092516379320837,0.00966000278133587,-0.17985876924462668,-0.14199155834179006,20520
26,-0.2047202544369091,0.008020397372957323,-0.22044023328790546,-0.18900027558591276,26355
27,-0.16365962442881668,0.010231115585922542,-0.18371261097722486,-0.1436066378804085,15805
28,-0.1795366816624049,0.015480494049927202,-0.20987845000026223,-0.1491949133245476,6977
29,-0.19349818427160564,0.010085335220781873,-0.2132654413043381,-0.17373092723887318,16562
30,-0.2028718887160659,0.02571009591953573,-0.2532636767183559,-0.15248010071377588,2489
31,-0.1896371623550553,0.016590467411903106,-0.22215447848238537,-0.1571198462277252,5345
32,-0.12668300570031607,0.014467615653274873,-0.1550395323807348,-0.09832647901989733,8123
33,-0.2239525716344238,0.020224126720302344,-0.26359186000621637,-0.18431328326263122,3835
34,-0.1966408216883085,0.009159436261210956,-0.21459331676028195,-0.17868832661633502,25868
35,-0.19455138885959694,0.019588070403420525,-0.23294400685030117,-0.1561587708688927,4521
36,-0.12633630272760737,0.006157791193772146,-0.1384055734674008,-0.11426703198781397,55403
37,-0.16590759726960438,0.008060533376912947,-0.18170624268835375,-0.15010895185085502,27545
38,-0.18635621023353716,0.02517972980581108,-0.23570848065292688,-0.13700393981414744,2099
39,-0.19604681934580928,0.00710692287445102,-0.20997638817973327,-0.1821172505118853,32611
40,-0.19387948896902857,0.013271167002594675,-0.21989097629411414,-0.167868001643943,9431
41,-0.12478327654000161,0.012228320247766704,-0.14875078422562435,-0.10081576885437887,11370
42,-0.16341273479347282,0.007170542366217814,-0.17746699783125974,-0.1493584717556859,35135
44,-0.1478604309535521,0.02291833423359595,-0.19278036605140017,-0.10294049585570406,2942
45,-0.2102357528456209,0.011541272041120003,-0.23285664604621611,-0.1876148596450257,12773
46,-0.13802155290545828,0.025665645352955985,-0.188326217797252,-0.08771688801366456,2354
47,-0.165273359406723,0.009746316983601212,-0.18437614069458136,-0.14617057811886464,17735
48,-0.19862998272061122,0.005131814556540708,-0.20868833925143102,-0.18857162618979142,74120
49,-0.298925675547361,0.014279599474999238,-0.3269136905183595,-0.2709376605763625,8285
50,-0.0923244589327323,0.029118000826556634,-0.14939574055278332,-0.03525317731268131,1558
51,-0.20636629807912973,0.008849783015740291,-0.2237118727899807,-0.18902072336827877,25131
53,-0.22406644918137977,0.00926890533221658,-0.24223350363252427,-0.20589939473023527,21297
54,-0.2195934820274364,0.019896533302026866,-0.25859068729940904,-0.18059627675546375,4382
55,-0.17499352479612418,0.00973027789464476,-0.19406486946962792,-0.15592218012262044,16356
56,-0.1959682179838309,0.0318535450914254,-0.2584011663630247,-0.13353526960463713,1619
