quantile,female_coef,female_se,female_pvalue,n_obs
0.1,-0.1746999470787216,0.00282689909192125,0.0,878789
0.25,-0.17759358634170042,0.0020084471673131894,0.0,878789
0.5,-0.1681117829515415,0.0017321753449993918,0.0,878789
0.75,-0.1796916652884839,0.0018963584465028552,0.0,878789
0.9,-0.1881171700606643,0.0024501882778079137,0.0,878789
