group,gap,se,ci_lower,ci_upper,n
construction,-0.02781927190787538,0.008773761077549291,-0.04501584361987199,-0.010622700195878767,52843
education_health,-0.20011563530801293,0.0032279256041536845,-0.20644236949215417,-0.1937889011238717,224916
government,-0.16185600161217378,0.004989533504816909,-0.17163548728161493,-0.15207651594273264,50398
information_finance,-0.321960765354277,0.0057065756569746676,-0.3331456536419473,-0.31077587706660664,61854
leisure_hospitality,-0.13599467503717833,0.004980882311941379,-0.14575720436858342,-0.12623214570577324,65792
manufacturing,-0.18934697786617236,0.004618937263914578,-0.19840009490344493,-0.18029386082889978,99376
military,0.01739078118189275,0.019710220126428743,-0.021241250265907587,0.05602281262969308,6325
natural_resources,-0.18643915290796098,0.011256531753803624,-0.20850195514541608,-0.16437635067050588,22894
other,-0.3250367684790184,0.009694780093675345,-0.3440385374626221,-0.30603499949541474,16758
other_services,-0.14588761615340942,0.007116724331976718,-0.1598363958440838,-0.13193883646273505,33176
professional_services,-0.21056333096506213,0.004716386937915347,-0.2198074493633762,-0.20131921256674806,103199
trade,-0.21375629237253596,0.004141994479290069,-0.2218746015519445,-0.20563798319312743,106964
transport_utilities,-0.15349689648678028,0.007144731871910736,-0.16750057095572532,-0.13949322201783523,38524
