group,gap,se,ci_lower,ci_upper,n
divorced,-0.1370112841964796,0.004481793126748381,-0.1457955987249064,-0.12822696966805278,90132
married,-0.24015555492001914,0.0019421312000364676,-0.2439621320720906,-0.23634897776794767,515421
never_married,-0.046930419497027344,0.0026243294401464973,-0.05207410519971448,-0.04178673379434021,252956
separated,-0.19377054786783618,0.010085774511413468,-0.21353866591020657,-0.1740024298254658,18313
widowed,-0.152028948388216,0.02015294350050841,-0.19152871764921248,-0.11252917912721953,6197
