group,gap,se,ci_lower,ci_upper,n
1,-0.21650408410953473,0.012078842274472923,-0.24017861496750165,-0.1928295532515678,11862
2,-0.10821775708443682,0.030892555045020947,-0.16876716497267788,-0.04766834919619576,1931
4,-0.1591129419445198,0.009976023312816329,-0.17866594763763982,-0.13955993625139979,17638
5,-0.16555684968643322,0.015000507814743517,-0.19495784500333052,-0.13615585436953592,7321
6,-0.14148503673500265,0.004519151544707624,-0.1503425737626296,-0.1326274997073757,107750
8,-0.17784877175749872,0.010135510463370823,-0.19771437226570554,-0.1579831712492919,16955
9,-0.19212814360853478,0.013939852790579724,-0.21945025507807103,-0.16480603213899853,10107
10,-0.11658487141268209,0.02738999841302897,-0.17026926830221886,-0.06290047452314532,2367
11,-0.03743387643223183,0.02852569235107322,-0.09334423344033535,0.01847648057587168,2628
12,-0.11402941761314044,0.005871100259416554,-0.1255367741215969,-0.102522061104684,50954
13,-0.17177896569637716,0.008284521784228472,-0.18801662839346495,-0.15554130299928937,28037
15,-0.097166608035399,0.019365900699953472,-0.1351237734073078,-0.0592094426634902,4068
16,-0.2426249236077357,0.020309108772980655,-0.2824307768027778,-0.2028190704126936,4178
17,-0.18582992619960084,0.007245564171083359,-0.20003123197492423,-0.17162862042427746,36813
18,-0.23535525677989064,0.009193262666795085,-0.253374051606809,-0.21733646195297227,18666
19,-0.2131729483942929,0.012863485577755832,-0.23838538012669433,-0.18796051666189148,8765
20,-0.20762987596570373,0.014323502483257422,-0.2357039408328883,-0.17955581109851917,7884
21,-0.17273073446453382,0.011650303895149608,-0.19556533009902705,-0.1498961388300406,11987
22,-0.25358794315639605,0.012899013941590301,-0.278870010481913,-0.22830587583087905,11097
23,-0.11965206150863116,0.021157758074390864,-0.16112126733443724,-0.07818285568282507,3224
24,-0.12491759940327293,0.010315243395601225,-0.14513547645865132,-0.10469972234789453,17759
25,-0.14817372606347662,0.009535634358122333,-0.1668635694053964,-0.12948388272155684,20706
26,-0.19993216360176352,0.008126655832488717,-0.21586040903344142,-0.18400391817008563,26248
27,-0.1459943238862062,0.01031717049205149,-0.16621597805062713,-0.12577266972178527,15428
28,-0.20656667664915115,0.01562652485323109,-0.2371946653614841,-0.17593868793681822,7059
29,-0.19923108437308565,0.01007909977376558,-0.21898611992966618,-0.1794760488165051,16697
30,-0.2002435814897509,0.024743809391561313,-0.2487414478972111,-0.15174571508229073,2391
31,-0.1999022916665838,0.016604395024227763,-0.23244690591407022,-0.16735767741909738,5180
32,-0.11318732374487582,0.014373391598749417,-0.14135917127842468,-0.08501547621132696,8283
33,-0.21751888566461605,0.020709819611697718,-0.25811013210354355,-0.17692763922568852,3771
34,-0.17732957616595343,0.009075279615115738,-0.19511712421158028,-0.15954202812032658,25940
35,-0.16243846566230663,0.020462735205497688,-0.2025454266650821,-0.12233150465953116,4566
36,-0.12076011239059628,0.006135602411456907,-0.13278589311705183,-0.10873433166414075,55343
37,-0.1461790851954183,0.008028415797974432,-0.16191478015944819,-0.13044339023138843,27994
38,-0.21055818653848077,0.027002852955443326,-0.26348377833114967,-0.15763259474581184,2048
39,-0.1898344968057835,0.007136974628871293,-0.20382296707837122,-0.17584602653319575,32895
40,-0.23235499011074479,0.013473485326293623,-0.2587630213502803,-0.20594695887120928,9555
41,-0.14149597127209726,0.012265642422721226,-0.16553663042063085,-0.11745531212356365,11697
42,-0.16785364313163967,0.007202515463779673,-0.18197057344064782,-0.15373671282263152,35104
44,-0.17576544322625337,0.021993564547911033,-0.21887282974015898,-0.13265805671234776,2906
45,-0.17965450170823535,0.011616325563939163,-0.20242249981355612,-0.1568865036029146,12770
46,-0.1106158840540282,0.024851143797434076,-0.15932412589699899,-0.061907642211057407,2268
47,-0.15734661790717244,0.009762802618602738,-0.1764817110396338,-0.13821152477471108,18155
48,-0.20427019710473562,0.005150511207758614,-0.2143651990719425,-0.19417519513752873,74465
49,-0.34072207822749717,0.013598403176843715,-0.36737494845411084,-0.3140692080008835,8683
50,-0.0518529641220654,0.028499284265486816,-0.10771156128241956,0.004005633038288756,1645
51,-0.200392235153122,0.008846735911377279,-0.21773183753942146,-0.18305263276682252,24932
53,-0.2290100286438496,0.009379198976684006,-0.24739325863815023,-0.21062679864954895,21972
54,-0.2356006313097958,0.020034705356981444,-0.27486865380947945,-0.19633260881011216,4292
55,-0.2006367961929587,0.00943845690312797,-0.21913617172308952,-0.1821374206628279,16529
56,-0.24565657826827797,0.03166158127488871,-0.30771327756705985,-0.1835998789694961,1506
