quantile,female_coef,female_se,female_pvalue,n_obs
0.1,-0.18064137941797753,0.0029507366735661024,0.0,883019
0.25,-0.17895940688850942,0.0019993074498457527,0.0,883019
0.5,-0.165987355057041,0.0017128956019118117,0.0,883019
0.75,-0.17495233945862765,0.0019480110340435667,0.0,883019
0.9,-0.1969549176241685,0.0024348043845563816,0.0,883019
