model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.1737342301667196,0.007018107121995586,2.205513344006014e-134,0.013532803508117919,44673
M1,-0.25016411760397395,0.006247133161588195,0.0,0.23635030142030056,44673
M2,-0.24794097182869673,0.00620830311583798,0.0,0.24737763879966146,44673
M3,-0.21638689943880496,0.006632286273800914,9.145564894697432e-231,0.30380049245999663,44673
M_full,-0.2140705731244367,0.006624708254058163,1.8544835419016284e-226,0.31042831002008175,44673
