quantile,female_coef,female_se,female_pvalue,n_obs
0.1,-0.17417092995407302,0.002789134811936463,0.0,863800
0.25,-0.18366784084993526,0.0019714784194156906,0.0,863800
0.5,-0.1771427718686347,0.0016498328996684287,0.0,863800
0.75,-0.18425789990928365,0.0018897664355394092,0.0,863800
0.9,-0.1991900771733981,0.00237231927135322,0.0,863800
