group,male_mean,female_mean,gap_dollars,gap_pct,n
associates,25.81614435446808,21.20869356287897,4.607450791589109,17.847168532708036,86729
bachelors,37.61155152321705,28.34530159459466,9.266249928622393,24.636712800593923,213803
doctorate,53.933409604841806,43.01615665853907,10.917252946302739,20.242096737979377,13962
hs_diploma,20.43947888492918,16.051462686664138,4.388016198265042,21.468336952076093,189932
less_than_hs,16.994936697110415,13.533066781706237,3.4618699154041774,20.370007709371382,65422
masters,47.104820351827875,33.90171060922107,13.203109742606806,28.029211541392634,96201
professional,65.5017943252334,49.90290211906932,15.598892206164088,23.81445022515191,19691
some_college,23.7948166191797,18.49684161555971,5.297975003619989,22.265248303488004,178060
