group,gap,se,ci_lower,ci_upper,n
divorced,-0.14225963189792581,0.004468544833242541,-0.1510179797710812,-0.13350128402477043,91410
married,-0.24372804813568402,0.0019475825450639994,-0.24754530992400947,-0.23991078634735857,508031
never_married,-0.043378257576163155,0.0027152532688813815,-0.048700153983170666,-0.038056361169155645,238790
separated,-0.16813644301068648,0.00995773738123426,-0.18765360827790561,-0.14861927774346734,19186
widowed,-0.15309735663997828,0.01894752179928298,-0.1902344993665729,-0.11596021391338365,6383
