model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.1731208323049123,0.0015206543102795464,0.0,0.014782825416838175,863800
M1,-0.23586461172798698,0.0013235154725005397,0.0,0.26726292297785026,863800
M2,-0.23387682445489155,0.0013111933898639339,0.0,0.28121060384183205,863800
M3,-0.1387659906005844,0.0014380941603334824,0.0,0.42389478606443753,863800
M4,-0.1432652946892168,0.001444936340190328,0.0,0.42683859500096555,863800
M5,-0.146803269535194,0.001501162574055542,0.0,0.4314929789668631,863800
