model,employment_female_prob_pp,female_conditional_log_earnings_coef,female_conditional_earnings_pct,combined_expected_earnings_male,combined_expected_earnings_female,combined_expected_earnings_gap_dollars,combined_expected_earnings_gap_pct,observed_total_earnings_gap_pct,observed_worker_hourly_gap_pct,ipw_worker_hourly_gap_pct,employment_model_female_coef,n_total,n_employed
S0,-9.93964565050426,-0.3501975466009206,-29.54511052689187,52134.9223074138,32306.986423313014,19827.935884100785,38.031965919475766,38.31201046647402,19.22718888575361,19.22718888575362,-0.5784618724623111,1158341,890199
S1,-11.545790366858927,-0.42207942361774564,-34.4318039308079,53447.08277708046,30895.11979979746,22551.962977283,42.19493713313365,38.31201046647402,19.22718888575361,20.402822130593524,-0.7147701976322546,1158341,890199
S2,-9.180309063042282,-0.40353296871235356,-33.20439952134139,52403.80918562556,31710.314640192897,20693.494545432666,39.48853120988182,38.31201046647402,19.22718888575361,20.41710959983769,-0.5760719194951484,1158341,890199
