year,source,total_gap,explained,unexplained,explained_pct,unexplained_pct
2015,acs,0.17941678724104326,0.047486930144694635,0.13192985709634864,26.467384058603606,73.5326159413964
2016,acs,0.17312083230491382,0.04411194038732458,0.12900889191758924,25.48043456123825,74.51956543876175
2017,acs,0.1707820535550808,0.044618848783495695,0.1261632047715851,26.126192919389613,73.87380708061039
2018,acs,0.17016901530062922,0.04359706394415581,0.12657195135647342,25.619860270763755,74.38013972923625
2019,acs,0.16919493858502666,0.03084758565986296,0.1383473529251637,18.231978992894586,81.76802100710542
2021,acs,0.16391078177971385,0.01045144756039787,0.15345933421931598,6.376302673270133,93.62369732672987
2022,acs,0.16536957483372383,0.019045043047533405,0.14632453178619043,11.516654781680884,88.48334521831912
2023,acs,0.16232495715811712,0.019785412184913597,0.14253954497320354,12.188767846487751,87.81123215351225
