year,source,male_mean,female_mean,gap_dollars,gap_pct,n_male,n_female
2015,acs,27.668460523348934,22.50808566669103,5.160374856657903,18.65074803241457,442375,420089
2016,acs,28.684288570667768,23.398684129679225,5.285604440988543,18.426827731727474,443750,420050
2017,acs,29.521132102443495,24.25774072847065,5.263391373972844,17.829232821112534,451206,427583
2018,acs,30.491488525819435,25.060623053890435,5.430865471929,17.81108674747144,453411,429608
2019,acs,31.52328293029919,26.178819112272993,5.344463818026195,16.954020397695523,451878,428535
2021,acs,37.265625177517066,31.327255316495012,5.938369861022053,15.935248188469316,441080,414097
2022,acs,37.178803891020166,30.82196850867712,6.356835382343046,17.09800939528993,462992,437905
2023,acs,38.49197222003104,32.02090754231438,6.4710646777166545,16.81146562386103,470000,445284
