sample,outcome,model,term,coef,se,pvalue,n_obs,r_squared
childless_25_44,employment_indicator,fertility_risk,state_fips_17.0,4.0852645601385795e-06,3.5002885749564226e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_18.0,4.085311154197052e-06,3.5009571214979996e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_19.0,4.085386742380334e-06,3.502458519738736e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_20.0,4.085384334710784e-06,3.502596505552528e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_21.0,4.085347310183243e-06,3.501635029188926e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_22.0,4.085298790580411e-06,3.5014106010811093e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_23.0,4.085497329914256e-06,3.5049980321396014e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_24.0,4.085271405031288e-06,3.5007606351743215e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_25.0,4.0853019795152046e-06,3.5005815165697846e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_26.0,4.085284909423337e-06,3.5005399910329167e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_27.0,4.08531273358298e-06,3.5009734800447115e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_28.0,4.085347971999331e-06,3.5027502593339575e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_29.0,4.085310884910723e-06,3.500987950654865e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_30.0,4.085571410284566e-06,3.5065149714582695e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_31.0,4.0854419464143865e-06,3.5039074541155612e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_32.0,4.085335317743216e-06,3.5018496275515583e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_33.0,4.085483252588146e-06,3.504623902817697e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_34.0,4.0852819702813514e-06,3.500504655379472e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_35.0,4.085434081084471e-06,3.503602345515571e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_36.0,4.0852793556367395e-06,3.5000863198936777e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_37.0,4.085265710825764e-06,3.5004451255776545e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_38.0,4.085686710724769e-06,3.509483148408635e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_39.0,4.0852900606291875e-06,3.5004368136074228e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_40.0,4.085358677444542e-06,3.5018798764327193e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_41.0,4.085324948784053e-06,3.5012162309473666e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_42.0,4.085283772117809e-06,3.500331082888426e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_44.0,4.085508194598408e-06,3.505387305679116e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_45.0,4.085294696278691e-06,3.5011863280993623e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_46.0,4.0857044017132e-06,3.509524553993353e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_47.0,4.085300219577523e-06,3.500826367408083e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_48.0,4.085260190134221e-06,3.500051292577716e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_49.0,4.085369844211706e-06,3.502181571991748e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_50.0,4.085706269086643e-06,3.50984462618358e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_51.0,4.085274648998882e-06,3.500515901850374e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_53.0,4.085301848099493e-06,3.5005939881123685e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_54.0,4.085487803946568e-06,3.5046169003929684e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_55.0,4.085319630916379e-06,3.5010227567241136e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_56.0,4.085858079476423e-06,3.5134099543274733e-09,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_76.0,4.721694846062142e-06,1.0811613939914617e-08,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,state_fips_166.0,5.120260571281264e-06,1.3501565137187262e-08,0.0,1373693,
childless_25_44,employment_indicator,fertility_risk,marital_status_married,1.9730439504428432e-11,5.059921325915785e-11,0.6965841569691269,1373693,
childless_25_44,employment_indicator,fertility_risk,marital_status_never_married,2.861283210364718e-09,9.345500063143656e-10,0.0022011061497757534,1373693,
childless_25_44,employment_indicator,fertility_risk,marital_status_separated,-4.023588406898426e-11,9.626090827383962e-11,0.6759561116313063,1373693,
childless_25_44,employment_indicator,fertility_risk,marital_status_unknown,2.0598542281591303e-09,9.894119912289676e-10,0.03735202919756606,1373693,
childless_25_44,employment_indicator,fertility_risk,marital_status_widowed,-4.4678490074279154e-11,1.8191807713001594e-10,0.8059944353521266,1373693,
childless_25_44,ftfy_indicator,fertility_risk,const,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,female,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,age,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,age_sq,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,recent_marriage,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,fertility_risk_quartile_Q2,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,fertility_risk_quartile_Q3,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,fertility_risk_quartile_Q4,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,education_level_bachelors,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,education_level_doctorate,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,education_level_hs_diploma,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,education_level_less_than_hs,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,education_level_masters,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,education_level_professional,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,education_level_some_college,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,race_ethnicity_asian,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,race_ethnicity_black,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,race_ethnicity_hispanic,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,race_ethnicity_multiracial_other,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,race_ethnicity_nhpi,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,race_ethnicity_white_non_hispanic,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_1.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_2.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_3.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_4.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_5.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_6.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_8.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_9.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_10.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_11.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_12.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_13.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_15.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_16.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_17.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_18.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_19.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_20.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_21.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_22.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_23.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_24.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_25.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_26.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_27.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_28.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_29.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_30.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_31.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_32.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_33.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_34.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_35.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_36.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_37.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_38.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_39.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_40.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_41.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_42.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_44.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_45.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_46.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_47.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_48.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_49.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_50.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_51.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_53.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_54.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_55.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_56.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_76.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,state_fips_166.0,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,marital_status_married,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,marital_status_never_married,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,marital_status_separated,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,marital_status_unknown,0.0,0.0,1.0,1373693,
childless_25_44,ftfy_indicator,fertility_risk,marital_status_widowed,0.0,0.0,1.0,1373693,
