year,model,female_coef,female_se,female_pvalue,r_squared,n_obs,controls
2015,M6_reproductive,-0.11750822388477768,0.00183410118739275,0.0,0.4102049872502572,866850,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage)
2015,M7_onet_context,-0.11816786243325685,0.0018468712074685026,0.0,0.41117157064501764,856994,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity
2015,M8_reproductive_x_job_context,-0.10784595234688317,0.037665353355562016,0.0041930763443847946,0.41213595745307186,856994,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity + female_x_recent_birth + female_x_own_child_under6 + female_x_recent_marriage + female_x_same_sex_couple_household + female_x_autonomy + female_x_job_rigidity + female_x_own_child_under6_x_job_rigidity
2016,M0,-0.17323983547782357,0.0015844014163854878,0.0,0.013584053880979163,868154,female
2016,M1,-0.2369134304368237,0.001390849152992744,0.0,0.2536374898709036,868154,female + age + age_sq + C(race_ethnicity) + C(education_level)
2016,M2,-0.23492533324591292,0.0013789778733657877,0.0,0.26669567003035655,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips)
2016,M3,-0.13848250831802322,0.0015231474377065783,0.0,0.40384002536637065,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker)
2016,M4,-0.14355833040680568,0.0015297648229684931,0.0,0.40730234181554725,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way
2016,M5,-0.1462559848655119,0.0015894350175309246,0.0,0.4119988406931081,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5
2016,M6_reproductive,-0.11027353330740165,0.001825762880049013,0.0,0.41342908003193013,868154,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage)
