model,term,coef,se,pvalue,n_obs,r_squared
M8_reproductive_x_job_context,female_x_recent_birth,0.15279590217806444,0.06612096284806405,0.02084093262563732,9662914,0.3967689584678442
M8_reproductive_x_job_context,female_x_own_child_under6,0.11090737682809218,0.057201964168410724,0.05251676329191416,9662914,0.3967689584678442
M8_reproductive_x_job_context,female_x_recent_marriage,-0.09993990995570196,0.000903724886702798,0.0,9662914,0.3967689584678442
M8_reproductive_x_job_context,female_x_same_sex_couple_household,0.024133066313967503,0.004858198432767826,6.782518799357095e-07,9662914,0.3967689584678442
M8_reproductive_x_job_context,female_x_autonomy,-0.006803424483064174,0.0027480898527947268,0.013297835325876833,9662914,0.3967689584678442
M8_reproductive_x_job_context,female_x_job_rigidity,-0.12093696914476303,0.004726513506944834,2.1565186536054336e-144,9662914,0.3967689584678442
M8_reproductive_x_job_context,female_x_own_child_under6_x_job_rigidity,-0.0460893917314896,0.005518604442643782,6.733091017913955e-17,9662914,0.3967689584678442
