model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.2118339797356429,0.006319027656611657,8.101450250970444e-244,0.020825151946515352,52842
M1,-0.27386819231325105,0.005650606009394517,0.0,0.23124530201201676,52842
M2,-0.2727457964481479,0.005631759813117913,0.0,0.23806593710965873,52842
M3,-0.23486137273392643,0.006064791883066624,0.0,0.29335027473160624,52842
M_full,-0.23293648914455783,0.006067143407229282,0.0,0.29985143185659546,52842
