model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.156234353934163,0.007076348755870855,2.028360522345542e-107,0.011240372167808266,42881
M1,-0.23395394555394788,0.006339159654038325,1.4942986667080718e-293,0.22485846257082454,42881
M2,-0.23309731619965618,0.006308839592112737,3.410956992363019e-294,0.23404078758659308,42881
M3,-0.1935619385614384,0.006717956561170731,8.008999832953906e-181,0.29185927186078386,42881
M_full,-0.19222652879425645,0.00670874094926659,7.220008440865058e-179,0.3001573274548117,42881
