model,employment_female_prob_pp,female_conditional_log_earnings_coef,female_conditional_earnings_pct,combined_expected_earnings_male,combined_expected_earnings_female,combined_expected_earnings_gap_dollars,combined_expected_earnings_gap_pct,observed_total_earnings_gap_pct,observed_worker_hourly_gap_pct,ipw_worker_hourly_gap_pct,employment_model_female_coef,n_total,n_employed
S0,1.422468792011411,-0.2571878289704105,-22.677703354863688,72182.93832400795,56645.77894171257,15537.15938229538,21.524697862192376,23.915997125432725,16.558679521314918,16.558679521314897,0.3840650613620879,48726,45796
S1,1.113993659438162,-0.3451341978544086,-29.187468180717623,74973.87596633592,53608.004172605244,21365.87179373068,28.49775540926307,23.915997125432725,16.558679521314918,16.304982056752714,0.3035984101459889,48726,45796
S2,1.1999180798516,-0.34542121223227,-29.20778947909063,75026.45798745255,53670.138667748724,21356.319319703827,28.465050720207884,23.915997125432725,16.558679521314918,16.311388880833768,0.32877021011437657,48726,45796
