model,employment_female_prob_pp,female_conditional_log_earnings_coef,female_conditional_earnings_pct,combined_expected_earnings_male,combined_expected_earnings_female,combined_expected_earnings_gap_dollars,combined_expected_earnings_gap_pct,observed_total_earnings_gap_pct,observed_worker_hourly_gap_pct,ipw_worker_hourly_gap_pct,employment_model_female_coef,n_total,n_employed
S0,-8.246498873635966,-0.3141160678305791,-26.956575667887904,72125.96695840864,47564.17232700493,24561.794631403704,34.05402473920001,33.94746021758135,19.15739916752375,19.157399167523735,-0.5372437023591543,1207679,953913
S1,-10.020293774974467,-0.3928229312041906,-32.485171530356126,74456.53364275982,45289.956880710706,29166.576762049117,39.172622381253284,33.94746021758135,19.15739916752375,19.572996287034,-0.6925411672942445,1207679,953913
S2,-8.060975622900552,-0.3734804240264914,-31.166553901837467,73117.04355352801,46323.91895019877,26793.12460332924,36.644157505786396,33.94746021758135,19.15739916752375,19.13835411384318,-0.5642126181087123,1207679,953913
