quantile,female_coef,female_se,female_pvalue,n_obs
0.1,-0.17005083961589662,0.0026968030553097314,0.0,915284
0.25,-0.14533220158836002,0.0016972604681269516,0.0,915284
0.5,-0.1472781790677118,0.0016912235492347126,0.0,915284
0.75,-0.1526424353816367,0.001966375107426282,0.0,915284
0.9,-0.18632372787362783,0.0027093941995867963,0.0,915284
