model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.16232495715811474,0.0015092302495330716,0.0,0.012481021198675002,915284
M1,-0.2277936980928844,0.0013427471298525916,0.0,0.2331556310376356,915284
M2,-0.22530868813753566,0.0013292894908559733,0.0,0.24880725738550036,915284
M3,-0.12895045119357376,0.0014295754222957103,0.0,0.39208436181992645,915284
M4,-0.1412749182524332,0.0014313748637289705,0.0,0.3973046015134659,915284
M5,-0.14194412388893307,0.0014865484109511295,0.0,0.4013781129966748,915284
