suite,outcome,stratifier,stratum,metric,value,n_obs
V1_raw_residual,log_hourly_wage_real,survey_year,2013,male_p90_p10,1.8018097877502441,871769
V1_raw_residual,log_hourly_wage_real,survey_year,2013,female_p90_p10,1.7083779573440552,871769
V1_raw_residual,log_hourly_wage_real,survey_year,2013,male_p95_p50,1.1786551475524902,871769
V1_raw_residual,log_hourly_wage_real,survey_year,2013,female_p95_p50,1.0788097381591797,871769
V1_raw_residual,log_hourly_wage_real,survey_year,2013,male_top10_share,0.12620139131934446,871769
V1_raw_residual,log_hourly_wage_real,survey_year,2013,female_top10_share,0.07236085200106565,871769
V1_raw_residual,log_hourly_wage_real,survey_year,2013,male_top5_share,0.06533562035234061,871769
V1_raw_residual,log_hourly_wage_real,survey_year,2013,female_top5_share,0.03361143920563887,871769
V1_raw_residual,log_hourly_wage_real,survey_year,2014,male_p90_p10,1.7360007762908936,863376
V1_raw_residual,log_hourly_wage_real,survey_year,2014,female_p90_p10,1.5671133995056152,863376
V1_raw_residual,log_hourly_wage_real,survey_year,2014,male_p95_p50,1.1781749725341797,863376
V1_raw_residual,log_hourly_wage_real,survey_year,2014,female_p95_p50,1.1130011081695557,863376
V1_raw_residual,log_hourly_wage_real,survey_year,2014,male_top10_share,0.1251948650543,863376
V1_raw_residual,log_hourly_wage_real,survey_year,2014,female_top10_share,0.06999337388133588,863376
V1_raw_residual,log_hourly_wage_real,survey_year,2014,male_top5_share,0.06929538896513823,863376
V1_raw_residual,log_hourly_wage_real,survey_year,2014,female_top5_share,0.02848478618203691,863376
V1_raw_residual,log_hourly_wage_real,survey_year,2015,male_p90_p10,1.7561686038970947,866850
V1_raw_residual,log_hourly_wage_real,survey_year,2015,female_p90_p10,1.7021472454071045,866850
V1_raw_residual,log_hourly_wage_real,survey_year,2015,male_p95_p50,1.1917028427124023,866850
V1_raw_residual,log_hourly_wage_real,survey_year,2015,female_p95_p50,1.108091115951538,866850
V1_raw_residual,log_hourly_wage_real,survey_year,2015,male_top10_share,0.1260132146581405,866850
V1_raw_residual,log_hourly_wage_real,survey_year,2015,female_top10_share,0.07296104206471793,866850
V1_raw_residual,log_hourly_wage_real,survey_year,2015,male_top5_share,0.07140258160217612,866850
V1_raw_residual,log_hourly_wage_real,survey_year,2015,female_top5_share,0.03698754341050233,866850
V1_raw_residual,log_hourly_wage_real,survey_year,2016,male_p90_p10,1.7635886669158936,868154
V1_raw_residual,log_hourly_wage_real,survey_year,2016,female_p90_p10,1.7252697944641113,868154
V1_raw_residual,log_hourly_wage_real,survey_year,2016,male_p95_p50,1.2014694213867188,868154
V1_raw_residual,log_hourly_wage_real,survey_year,2016,female_p95_p50,1.1169614791870117,868154
V1_raw_residual,log_hourly_wage_real,survey_year,2016,male_top10_share,0.124778622933398,868154
V1_raw_residual,log_hourly_wage_real,survey_year,2016,female_top10_share,0.07311686056637155,868154
V1_raw_residual,log_hourly_wage_real,survey_year,2016,male_top5_share,0.06641771307295533,868154
V1_raw_residual,log_hourly_wage_real,survey_year,2016,female_top5_share,0.0347960340623597,868154
V1_raw_residual,log_hourly_wage_real,survey_year,2017,male_p90_p10,1.7424886226654053,883158
V1_raw_residual,log_hourly_wage_real,survey_year,2017,female_p90_p10,1.7147984504699707,883158
V1_raw_residual,log_hourly_wage_real,survey_year,2017,male_p95_p50,1.1856238842010498,883158
V1_raw_residual,log_hourly_wage_real,survey_year,2017,female_p95_p50,1.1143605709075928,883158
V1_raw_residual,log_hourly_wage_real,survey_year,2017,male_top10_share,0.12630551433344606,883158
V1_raw_residual,log_hourly_wage_real,survey_year,2017,female_top10_share,0.07535271472537496,883158
V1_raw_residual,log_hourly_wage_real,survey_year,2017,male_top5_share,0.06536018828015648,883158
V1_raw_residual,log_hourly_wage_real,survey_year,2017,female_top5_share,0.035068982558411343,883158
V1_raw_residual,log_hourly_wage_real,survey_year,2018,male_p90_p10,1.7367773056030273,887201
V1_raw_residual,log_hourly_wage_real,survey_year,2018,female_p90_p10,1.7129008769989014,887201
V1_raw_residual,log_hourly_wage_real,survey_year,2018,male_p95_p50,1.2039728164672852,887201
V1_raw_residual,log_hourly_wage_real,survey_year,2018,female_p95_p50,1.121025800704956,887201
V1_raw_residual,log_hourly_wage_real,survey_year,2018,male_top10_share,0.1345017341007761,887201
V1_raw_residual,log_hourly_wage_real,survey_year,2018,female_top10_share,0.08156319166756819,887201
V1_raw_residual,log_hourly_wage_real,survey_year,2018,male_top5_share,0.06587227677346859,887201
V1_raw_residual,log_hourly_wage_real,survey_year,2018,female_top5_share,0.03550691301854018,887201
V1_raw_residual,log_hourly_wage_real,survey_year,2019,male_p90_p10,1.791759729385376,885141
V1_raw_residual,log_hourly_wage_real,survey_year,2019,female_p90_p10,1.7396354675292969,885141
V1_raw_residual,log_hourly_wage_real,survey_year,2019,male_p95_p50,1.2474110126495361,885141
V1_raw_residual,log_hourly_wage_real,survey_year,2019,female_p95_p50,1.1786549091339111,885141
V1_raw_residual,log_hourly_wage_real,survey_year,2019,male_top10_share,0.12271080308743007,885141
V1_raw_residual,log_hourly_wage_real,survey_year,2019,female_top10_share,0.07747760567768575,885141
V1_raw_residual,log_hourly_wage_real,survey_year,2019,male_top5_share,0.06358818818864236,885141
V1_raw_residual,log_hourly_wage_real,survey_year,2019,female_top5_share,0.03826410634790516,885141
V1_raw_residual,log_hourly_wage_real,survey_year,2021,male_p90_p10,1.8105053901672363,861048
V1_raw_residual,log_hourly_wage_real,survey_year,2021,female_p90_p10,1.7272210121154785,861048
V1_raw_residual,log_hourly_wage_real,survey_year,2021,male_p95_p50,1.3717663288116455,861048
V1_raw_residual,log_hourly_wage_real,survey_year,2021,female_p95_p50,1.2685112953186035,861048
V1_raw_residual,log_hourly_wage_real,survey_year,2021,male_top10_share,0.11979019878762961,861048
V1_raw_residual,log_hourly_wage_real,survey_year,2021,female_top10_share,0.07849850336192825,861048
V1_raw_residual,log_hourly_wage_real,survey_year,2021,male_top5_share,0.05956208081321939,861048
V1_raw_residual,log_hourly_wage_real,survey_year,2021,female_top5_share,0.039864360290488225,861048
V1_raw_residual,log_hourly_wage_real,survey_year,2022,male_p90_p10,1.7540192604064941,905093
V1_raw_residual,log_hourly_wage_real,survey_year,2022,female_p90_p10,1.7225284576416016,905093
V1_raw_residual,log_hourly_wage_real,survey_year,2022,male_p95_p50,1.2840156555175781,905093
V1_raw_residual,log_hourly_wage_real,survey_year,2022,female_p95_p50,1.1741199493408203,905093
V1_raw_residual,log_hourly_wage_real,survey_year,2022,male_top10_share,0.12317667687178073,905093
V1_raw_residual,log_hourly_wage_real,survey_year,2022,female_top10_share,0.07789523269687319,905093
V1_raw_residual,log_hourly_wage_real,survey_year,2022,male_top5_share,0.0624973036311614,905093
V1_raw_residual,log_hourly_wage_real,survey_year,2022,female_top5_share,0.03669626413523889,905093
V1_raw_residual,log_hourly_wage_real,survey_year,2023,male_p90_p10,1.7816882133483887,919948
V1_raw_residual,log_hourly_wage_real,survey_year,2023,female_p90_p10,1.711716890335083,919948
V1_raw_residual,log_hourly_wage_real,survey_year,2023,male_p95_p50,1.2431936264038086,919948
V1_raw_residual,log_hourly_wage_real,survey_year,2023,female_p95_p50,1.1631507873535156,919948
V1_raw_residual,log_hourly_wage_real,survey_year,2023,male_top10_share,0.12326267804340092,919948
V1_raw_residual,log_hourly_wage_real,survey_year,2023,female_top10_share,0.07745237902365636,919948
V1_raw_residual,log_hourly_wage_real,survey_year,2023,male_top5_share,0.06268947871500748,919948
