sample,same_sex_couple_household,n_obs,mean_hourly_wage,mean_hours,mean_recent_birth
main_childless_25_44,0,1355171,26.68251551888383,38.939422607421875,0.01023402065038681
main_childless_25_44,1,18565,45.09691382187462,40.16949462890625,0.005554223898798227
placebo_childless_45_49,0,392273,27.64336485916606,39.55096435546875,0.00565725052729249
placebo_childless_45_49,1,2805,36.11046283882679,41.477500915527344,0.00523814931511879
placebo_childless_50_54,0,639216,29.163696828317505,39.05641174316406,0.0010724165476858616
placebo_childless_50_54,1,3403,39.098966296667065,41.221858978271484,0.0019938331097364426
