suite,outcome,stratifier,stratum,n_obs,raw_variance_ratio,residual_variance_ratio,female_top10_share,male_top10_share,female_top5_share,male_top5_share,top10_share_gap_pp,top5_share_gap_pp,female_to_male_top10_ratio,female_to_male_top5_ratio
V4_onet_context_dispersion,log_annual_earnings_real,autonomy_quartile,Q2,2415593,1.243096259359563,1.2903612223151355,0.0544104332593749,0.1280521155014795,0.0256144229133573,0.0642572708386155,-0.0736416822421046,-0.0386428479252582,0.42490850733931257,0.3986229508204428
V4_onet_context_dispersion,log_annual_earnings_real,autonomy_quartile,Q3,2415648,1.1865382553960515,1.2930993925955834,0.0570617104949332,0.1400279301611264,0.0254391917178216,0.072919756096837,-0.08296621966619322,-0.0474805643790154,0.407502349204718,0.3488655623592392
V4_onet_context_dispersion,log_annual_earnings_real,autonomy_quartile,Q4,2415677,1.1169928444335158,1.18502530357045,0.0562122321693224,0.1697242317160327,0.0248250603949413,0.0909087092035257,-0.11351199954671032,-0.0660836488085844,0.3311974465930807,0.27307681092867736
V4_onet_context_dispersion,log_annual_earnings_real,autonomy_quartile,missing,71711,1.1576213754302154,1.334146744997162,0.0365999552910137,0.1380881118750214,0.0165072315206073,0.0702862913164159,-0.1014881565840077,-0.05377905979580859,0.26504783644329216,0.2348570569230178
V4_onet_context_dispersion,log_annual_earnings_real,job_rigidity_quartile,Q1,2415608,1.0837419025189268,1.194083200346333,0.0629263215004053,0.1657481547446924,0.0306470250468573,0.0855306436492765,-0.1028218332442871,-0.05488361860241919,0.3796502084583257,0.3583163149400261
V4_onet_context_dispersion,log_annual_earnings_real,job_rigidity_quartile,Q2,2415664,1.3152329852671596,1.3878311612893193,0.054851291046329,0.13694605710055,0.0240302215622793,0.0712850451126246,-0.082094766054221,-0.0472548235503453,0.4005320942249217,0.33710046089349455
V4_onet_context_dispersion,log_annual_earnings_real,job_rigidity_quartile,Q3,2415624,0.9101349888856,1.0289334040893772,0.0551299829754015,0.1783864073513395,0.0255322924386065,0.0934847220554827,-0.123256424375938,-0.0679524296168762,0.3090481152345912,0.27311727389479984
V4_onet_context_dispersion,log_annual_earnings_real,job_rigidity_quartile,Q4,2415642,1.3900358478256132,1.3825981213405627,0.0500832681268424,0.1141352360891164,0.0270255785871216,0.0563898329727052,-0.064051967962274,-0.029364254385583603,0.4388063655270977,0.47926332039683456
V4_onet_context_dispersion,log_annual_earnings_real,job_rigidity_quartile,missing,71711,1.1576213754302154,1.334146744997162,0.0365999552910137,0.1380881118750214,0.0165072315206073,0.0702862913164159,-0.1014881565840077,-0.05377905979580859,0.26504783644329216,0.2348570569230178
V4_onet_context_dispersion,log_annual_earnings_real,time_pressure_quartile,Q1,2415578,1.1932744662837689,1.2610491471883298,0.046580595960753,0.1615704495277097,0.0195239873629788,0.0841168854969922,-0.11498985356695668,-0.0645928981340134,0.288298981013631,0.23210544764733265
V4_onet_context_dispersion,log_annual_earnings_real,time_pressure_quartile,Q2,2415667,1.2428313411137977,1.3165768461334937,0.0530124099070828,0.1494576063880702,0.0233999576659976,0.0780408455392383,-0.0964451964809874,-0.0546408878732407,0.3546986412283014,0.2998424415357249
