status,reason,suite,outcome,stratifier,stratum,metric,value,n_obs
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,raw_variance_ratio,0.8864687611419616,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,residual_variance_ratio,0.9331953194651864,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,male_p90_p10,1.8018098050815565,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,female_p90_p10,1.708377860289004,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,male_p95_p50,1.1786549963416464,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,female_p95_p50,1.0788096613719302,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,male_top10_share,0.12620139131934446,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,female_top10_share,0.07236085680769755,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,male_top5_share,0.06533562035234063,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2013,female_top5_share,0.03361144143830765,871769
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,raw_variance_ratio,0.8142744965882122,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,residual_variance_ratio,0.9875661051548775,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,male_p90_p10,1.7360006314438627,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,female_p90_p10,1.567113267764165,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,male_p95_p50,1.1781750632167345,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,female_p95_p50,1.1130010026243906,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,male_top10_share,0.1251948723986533,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,female_top10_share,0.06999337634801187,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,male_top5_share,0.0692953930302396,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2014,female_top5_share,0.028484787185885336,863376
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,raw_variance_ratio,0.8964045740329265,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,residual_variance_ratio,0.9402463935464368,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,male_p90_p10,1.756168553325951,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,female_p90_p10,1.7021473264128746,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,male_p95_p50,1.1917027372021654,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,female_p95_p50,1.1080910921841443,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,male_top10_share,0.1260132146581405,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,female_top10_share,0.07296104365447627,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,male_top5_share,0.07140258160217614,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2015,female_top5_share,0.03698754421642909,866850
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,raw_variance_ratio,0.8968445629606955,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,residual_variance_ratio,0.9359017366013584,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,male_p90_p10,1.7635886072850466,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,female_p90_p10,1.7252697544236462,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,male_p95_p50,1.2014696281353325,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,female_p95_p50,1.116961452193681,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,male_top10_share,0.124778622933398,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,female_top10_share,0.07311686056637157,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,male_top5_share,0.06641771307295534,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2016,female_top5_share,0.034796034062359704,868154
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,raw_variance_ratio,0.9083925498925475,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,residual_variance_ratio,0.9502233044235461,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,male_p90_p10,1.7424884286180111,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,female_p90_p10,1.7147984658167954,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,male_p95_p50,1.185623675184221,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,female_p95_p50,1.1143607116547698,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,male_top10_share,0.12630551433344606,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,female_top10_share,0.07535271310938582,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,male_top5_share,0.06536018828015648,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2017,female_top5_share,0.03506898180633367,883158
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,raw_variance_ratio,0.9109634018866137,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,residual_variance_ratio,0.9540172737940296,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,male_p90_p10,1.7367773256064347,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,female_p90_p10,1.7129008221409552,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,male_p95_p50,1.2039728712660622,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,female_p95_p50,1.121025857466436,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,male_top10_share,0.13450173938498214,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,female_top10_share,0.08156319513603527,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,male_top5_share,0.06587227936141056,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2018,female_top5_share,0.03550691452846832,887201
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,raw_variance_ratio,0.9243841241064905,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,residual_variance_ratio,0.9524568230372606,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,male_p90_p10,1.7917594692280554,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,female_p90_p10,1.7396353512388658,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,male_p95_p50,1.2474111534234202,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,female_p95_p50,1.1786549963416464,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,male_top10_share,0.12271079828788146,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,female_top10_share,0.07747760731493497,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,male_top5_share,0.06358818570153778,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2019,female_top5_share,0.03826410715649854,885141
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,raw_variance_ratio,0.9468478702613927,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,residual_variance_ratio,0.9750325916653458,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,male_p90_p10,1.8105055120491103,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,female_p90_p10,1.7272209480904839,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,male_p95_p50,1.3717662605569805,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,female_p95_p50,1.268511325463507,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,male_top10_share,0.11979019405922588,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,female_top10_share,0.07849850167316552,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,male_top5_share,0.05956207846216255,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2021,female_top5_share,0.03986435943287383,861048
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,raw_variance_ratio,0.9197378588605151,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,residual_variance_ratio,0.9505340342845818,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,male_p90_p10,1.754019141245208,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,female_p90_p10,1.7225284741538371,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,male_p95_p50,1.2840155119994727,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,female_p95_p50,1.1741198411762546,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,male_top10_share,0.12317668398884728,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,female_top10_share,0.07789522940774762,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,male_top5_share,0.062497307242214084,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2022,female_top5_share,0.03669626258573943,905093
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,raw_variance_ratio,0.9143100617560488,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,residual_variance_ratio,0.9402369274507469,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,male_p90_p10,1.7816884018821355,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,female_p90_p10,1.7117167615545181,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,male_p95_p50,1.2431935174792175,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,female_p95_p50,1.163150809805681,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,male_top10_share,0.12326267568472053,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,female_top10_share,0.07745238221822928,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,male_top5_share,0.06268947751541935,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2023,female_top5_share,0.036509031743345535,919948
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,raw_variance_ratio,0.9074444045695074,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,residual_variance_ratio,0.9316379124746302,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,male_p90_p10,1.7420674314568618,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,female_p90_p10,1.692819496907596,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,male_p95_p50,1.2527629777993985,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,female_p95_p50,1.1709329240333388,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,male_top10_share,0.1251754040371118,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,female_top10_share,0.07914210858811456,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,male_top5_share,0.06278060694125018,922891
ok,,V2_selection_corrected,log_hourly_wage_real,survey_year,2024,female_top5_share,0.036889850560005856,922891
