suite,outcome,stratifier,stratum,metric,value,n_obs
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,raw_variance_ratio,1.118970324206769,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,residual_variance_ratio,1.083483007435996,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,male_p90_p10,1.5192363262176514,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,female_p90_p10,1.6233408451080322,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,male_p95_p50,0.9715480804443359,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,female_p95_p50,1.1492924690246582,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,male_top10_share,0.10710075106817374,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,female_top10_share,0.0725492873945447,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,male_top5_share,0.05226466272903679,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q4,female_top5_share,0.04229292176240218,2415729
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,raw_variance_ratio,0.9069117619397119,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,residual_variance_ratio,0.9438662929286763,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,male_p90_p10,1.7261669635772705,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,female_p90_p10,1.6627423763275146,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,male_p95_p50,1.178154706954956,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,female_p95_p50,1.0295846462249756,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,male_top10_share,0.14375271406214934,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,female_top10_share,0.07604383832479059,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,male_top5_share,0.07125008625717065,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q1,female_top5_share,0.03801424687930863,2415714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,raw_variance_ratio,0.9659356907608432,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,residual_variance_ratio,0.9928487485387516,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,male_p90_p10,1.8865327835083008,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,female_p90_p10,1.8523838520050049,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,male_p95_p50,1.2771756649017334,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,female_p95_p50,1.1580746173858643,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,male_top10_share,0.1329662699563705,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,female_top10_share,0.061927414530263084,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,male_top5_share,0.06774228644269607,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q2,female_top5_share,0.02830118897521988,2415735
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,raw_variance_ratio,0.7316295026490817,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,residual_variance_ratio,0.859658212225461,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,male_p90_p10,1.8416337966918945,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,female_p90_p10,1.5466034412384033,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,male_p95_p50,1.1909122467041016,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,female_p95_p50,1.0719325542449951,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,male_top10_share,0.16223632258530812,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,female_top10_share,0.06385838678263235,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,male_top5_share,0.08163667043353275,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,Q3,female_top5_share,0.03162767306700091,2415737
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,missing,raw_variance_ratio,0.7977181949558858,71714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,missing,residual_variance_ratio,0.9091487012938957,71714
V4_onet_context_dispersion,log_hourly_wage_real,job_rigidity_quartile,missing,male_p90_p10,1.4971678256988525,71714
