model,term,coef,se,pvalue,n_obs,r_squared
M8_reproductive_x_job_context,female_x_recent_birth,0.15279590510435276,0.06612096301575057,0.020840930504097188,9662914,0.396768959042741
M8_reproductive_x_job_context,female_x_own_child_under6,0.11090739703644983,0.05720196431347815,0.05251672086256799,9662914,0.396768959042741
M8_reproductive_x_job_context,female_x_recent_marriage,-0.09993991018729409,0.0009037248889946955,0.0,9662914,0.396768959042741
M8_reproductive_x_job_context,female_x_same_sex_couple_household,0.024133064117572565,0.004858198445088492,6.782535047206997e-07,9662914,0.396768959042741
M8_reproductive_x_job_context,female_x_autonomy,-0.006803421047593433,0.002748089859764038,0.01329788211720458,9662914,0.396768959042741
M8_reproductive_x_job_context,female_x_job_rigidity,-0.12093696701210849,0.00472651351893154,2.1565471729957773e-144,9662914,0.396768959042741
M8_reproductive_x_job_context,female_x_own_child_under6_x_job_rigidity,-0.0460893969771152,0.005518604456639275,6.733038029557384e-17,9662914,0.396768959042741
