model,employment_female_prob_pp,female_conditional_log_earnings_coef,female_conditional_earnings_pct,combined_expected_earnings_male,combined_expected_earnings_female,combined_expected_earnings_gap_dollars,combined_expected_earnings_gap_pct,observed_total_earnings_gap_pct,observed_worker_hourly_gap_pct,ipw_worker_hourly_gap_pct,employment_model_female_coef,n_total,n_employed
S0,1.5652251064090295,-0.36694086532060666,-30.714938466799747,70025.50994598705,49327.00758213938,20698.502363847678,29.558517145841712,31.520016142905906,22.289229785411763,22.289229785411763,0.306313774306309,64774,59921
S1,1.2725937936015055,-0.4353527499225357,-35.296361521748906,71593.66388616983,46847.378858388096,24746.285027781734,34.56490935724009,31.520016142905906,22.289229785411763,21.962349363706945,0.25326645281519167,64774,59921
S2,1.3686399377948442,-0.4330977316069176,-35.15028899568201,71501.03270378843,46929.079579165074,24571.953124623353,34.36587164610481,31.520016142905906,22.289229785411763,21.94929229923105,0.2740538962437347,64774,59921
