model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.20044024801587373,0.006161841883932517,5.936970172263178e-230,0.01864385887178499,55700
M1,-0.2609263589163063,0.005528100310900198,0.0,0.22389765036522258,55700
M2,-0.2593421293347559,0.005511635610804966,0.0,0.22980706452526434,55700
M3,-0.22697298041465483,0.006016720070338012,1.5859989565637446e-307,0.28222868355053154,55700
M_full,-0.22518766734769152,0.006028998212544425,1.3630653312503367e-301,0.28764773552665357,55700
