quantile,female_coef,female_se,female_pvalue,n_obs
0.1,-0.1683208046457949,0.0028021442942090967,0.0,900897
0.25,-0.15285555404091156,0.0016001915010955886,0.0,900897
0.5,-0.14904448564473682,0.00174942647927891,0.0,900897
0.75,-0.15696082506622133,0.0018336830287933033,0.0,900897
0.9,-0.18440806307516766,0.0027086697927993153,0.0,900897
