group,gap,se,ci_lower,ci_upper,n
0,-0.23040831354626742,0.003520971039486255,-0.2373094167836605,-0.22350721030887435,196195
1-15,-0.1743456537058657,0.0026556473695964382,-0.1795507225502747,-0.16914058486145667,262880
16-30,-0.14451436046930297,0.002696800860021677,-0.14980009015494544,-0.1392286307836605,258019
31-45,-0.12885185572781005,0.004290997058661249,-0.1372622099627861,-0.120441501492834,101258
46-60,-0.11401848191065632,0.00626859331997617,-0.1263049248178096,-0.10173203900350303,50282
60+,-0.14170060606247023,0.008200911067579178,-0.1577743917549254,-0.12562682037001505,32263
