model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.1653695748337151,0.0015235012025798067,0.0,0.012909470384260713,900897
M1,-0.2294310169263151,0.0013558372411283078,0.0,0.23298206362799412,900897
M2,-0.22675024707490146,0.0013419893170432966,0.0,0.24897593588586908,900897
M3,-0.13469351110956423,0.00145356852860458,0.0,0.3870602026397184,900897
M4,-0.14747360789739286,0.0014554840226454753,0.0,0.39298857429428735,900897
M5,-0.1480929759036976,0.0015130744516094524,0.0,0.39675079836147475,900897
