group,gap,se,ci_lower,ci_upper,n
1,-0.2445163483674043,0.012227675066761217,-0.26848259149825626,-0.2205501052365523,12540
2,-0.07215026626921618,0.030301496872197256,-0.1315412001387228,-0.012759332399709562,1968
4,-0.1512319376538405,0.009732863112183666,-0.17030834935372047,-0.13215552595396052,18440
5,-0.1762334527655366,0.015144306662479722,-0.20591629382399684,-0.14655061170707634,7355
6,-0.1216848000790558,0.004613979809144232,-0.1307282005049785,-0.1126413996531331,110575
8,-0.17460958983542585,0.01010244706888651,-0.19441038609044342,-0.15480879358040828,18220
9,-0.18374240082787713,0.014052600450855778,-0.21128549771155444,-0.1561993039441998,10062
10,-0.1378489443247811,0.02584980660711398,-0.1885145652747245,-0.0871833233748377,2399
11,-0.058962758724929065,0.025865760693650375,-0.1096596496844838,-0.00826586776537433,2742
12,-0.14856624212305677,0.0061004400704658835,-0.1605231046611699,-0.13660937958494365,52345
13,-0.1703662797939303,0.008287507936879008,-0.18660979535021316,-0.15412276423764742,29839
15,-0.14709469228859562,0.021303859867241755,-0.18885025762838947,-0.10533912694880178,4015
16,-0.19282135764951625,0.018407577635125363,-0.22890020981436196,-0.15674250548467053,5022
17,-0.1710296132863956,0.007379140221687012,-0.18549272812090215,-0.15656649845188905,36070
18,-0.20937017262606034,0.009370664634943996,-0.22773667531055056,-0.19100366994157011,18907
19,-0.16233157195866077,0.013589837284508471,-0.18896765303629737,-0.13569549088102417,8645
20,-0.14715187670777996,0.01547800403033688,-0.17748876460724025,-0.11681498880831967,7676
21,-0.17907403728846907,0.01226281759584051,-0.20310915977631647,-0.15503891480062168,11872
22,-0.24049920943541156,0.013532716171895826,-0.2670233331323274,-0.21397508573849575,10813
23,-0.12207240805011055,0.021088690144835352,-0.16340624073398785,-0.08073857536623326,3251
24,-0.12950115855495406,0.010291097895469772,-0.14967171043007482,-0.10933060667983331,17946
25,-0.14855398246656099,0.009697667866925122,-0.16756141148573422,-0.12954655344738775,21274
26,-0.18089051358400438,0.008413202163904773,-0.19738038982525774,-0.164400637342751,25609
27,-0.13590028064016035,0.010471266705805893,-0.1564239633835399,-0.1153765978967808,15696
28,-0.23701679051006694,0.016408410014520033,-0.2691772741385262,-0.20485630688160766,6830
29,-0.16434256748436868,0.010179347249125654,-0.18429408809265496,-0.1443910468760824,16761
30,-0.14189435749916027,0.026965545081734196,-0.1947468258593593,-0.08904188913896124,2616
31,-0.1226580794418102,0.0172571247069602,-0.15648204386745218,-0.08883411501616821,5220
32,-0.1386050735731881,0.014744003801721167,-0.16750332102456159,-0.10970682612181462,8624
33,-0.23475742439520053,0.020378454119927312,-0.27469919447025803,-0.194815654320143,3728
34,-0.17770389422112645,0.009178560826774637,-0.19569387344160474,-0.15971391500064816,26648
35,-0.1497513861624881,0.020630239159469408,-0.19018665491504813,-0.10931611740992805,4578
36,-0.11103446235795773,0.006316192598955977,-0.12341419985191145,-0.09865472486400402,55395
37,-0.15037422764754727,0.008339050385978654,-0.16671876640406544,-0.1340296888910291,28149
38,-0.13524921418695857,0.028170645582456515,-0.19046367952857335,-0.0800347488453438,2058
39,-0.17287012244197783,0.007411564733986219,-0.1873967893205908,-0.15834345556336485,32140
40,-0.16236875065187426,0.013882155955886655,-0.1895777763254121,-0.13515972497833642,9577
41,-0.11878269542194844,0.012239116292124793,-0.14277136335451304,-0.09479402748938384,12224
42,-0.17121022562151023,0.007386435359271187,-0.18568763892568174,-0.1567328123173387,34370
44,-0.15482806058769105,0.023906162725691904,-0.20168413953004719,-0.10797198164533492,2791
45,-0.19102231979681922,0.011870195121093201,-0.2142879022341619,-0.16775673735947655,13212
46,-0.15498676789950877,0.025025793214706923,-0.20403732260033433,-0.10593621319868321,2325
47,-0.18748782312118203,0.009713908208574635,-0.2065270832099883,-0.16844856303237576,18995
48,-0.21229381874711947,0.005162775669765085,-0.22241285905985902,-0.20217477843437992,79745
49,-0.3110495766314787,0.013298244677059277,-0.3371141361985149,-0.2849850170644425,9878
50,-0.0292005998588784,0.027869975056618233,-0.08382575096985014,0.025424551252093336,1648
51,-0.18654517001095058,0.009093859243142268,-0.20436913412750943,-0.16872120589439174,24973
53,-0.19774314885693503,0.009490939642541895,-0.21634539055631713,-0.17914090715755293,23389
54,-0.1810462587759599,0.020500104125627062,-0.22122646286218894,-0.14086605468973085,4247
55,-0.15675826556228734,0.009943175294184448,-0.17624688913888886,-0.1372696419856858,15929
56,-0.15387288153852577,0.03147424337088781,-0.21556239854546588,-0.09218336453158565,1566
