model,female_coef,female_se,female_pvalue,r_squared,n_obs
M0,-0.17988292124013497,0.006951753262997414,1.583545971857148e-146,0.015076990782492805,43742
M1,-0.24752303165923978,0.006200899166711709,0.0,0.2316272418859492,43742
M2,-0.2445107568333992,0.00616727231464647,0.0,0.24179995245828823,43742
M3,-0.20530853409790034,0.00662724650373214,1.8646722951597856e-208,0.2966502533919769,43742
M_full,-0.203309026818978,0.006624959025125168,1.2307581828555479e-204,0.30342337228628413,43742
